date,lati,longi,flag,name
2015-01-18,37.7981,-122.419,0,view
2015-02-16,37.7981,-122.419,0,view
2014-12-28,37.7981,-122.419,0,view
2015-02-17,37.7981,-122.419,0,view
2014-12-09,37.7981,-122.419,0,view
2014-12-21,37.7981,-122.419,0,view
2014-12-05,37.7981,-122.419,0,view
2015-02-27,37.7783,-122.397,0,view
2015-02-25,37.7783,-122.397,0,view
2015-02-22,37.7783,-122.397,0,view
2015-02-19,37.7783,-122.397,0,view
2015-02-03,37.7783,-122.397,0,view
2015-02-03,37.7783,-122.397,0,view
2015-01-18,37.7783,-122.397,0,view
2015-01-27,37.7783,-122.397,0,view
2015-02-20,37.7783,-122.397,0,view
2015-01-25,37.7783,-122.397,0,view
2015-02-07,37.7783,-122.397,0,view
2014-12-17,37.7783,-122.397,0,view
2014-12-22,37.7783,-122.397,0,view
2015-02-18,37.7783,-122.397,0,view
2015-02-09,37.7783,-122.397,0,view
2014-12-14,37.7783,-122.397,0,view
2015-02-11,37.7783,-122.397,0,view
2015-02-06,37.7783,-122.397,0,view
2015-02-02,37.7783,-122.397,0,view
2015-01-20,37.7783,-122.397,0,view
2015-02-16,37.7783,-122.397,0,view
2014-12-22,37.7783,-122.397,0,view
2014-12-05,37.7783,-122.397,0,view
2015-03-01,37.7783,-122.397,0,view
2015-02-18,37.7783,-122.397,0,view
2014-12-07,37.7783,-122.397,0,view
2015-01-07,37.7783,-122.397,0,view
2014-12-12,37.7783,-122.397,0,view
2015-02-08,37.7783,-122.397,0,view
2015-01-19,37.7783,-122.397,0,view
2015-02-05,37.7783,-122.397,0,view
2015-02-24,37.7783,-122.397,0,view
2015-01-17,37.7783,-122.397,0,view
2015-01-27,37.7783,-122.397,0,view
2015-02-06,37.7783,-122.397,0,view
2015-02-24,37.7783,-122.397,0,view
2015-02-25,37.7783,-122.397,0,view
2014-12-27,37.7783,-122.397,0,view
2015-01-24,37.7783,-122.397,0,view
2014-12-19,37.7783,-122.397,0,view
2015-01-04,37.7783,-122.397,0,view
2015-01-27,37.7783,-122.397,0,view
2015-02-21,37.7783,-122.397,0,view
2015-02-14,37.7783,-122.397,0,view
2014-12-22,37.7783,-122.397,0,view
2015-02-16,37.7783,-122.397,0,view
2015-02-28,37.7783,-122.397,0,view
2014-12-16,37.7783,-122.397,0,view
2015-02-15,37.7783,-122.397,0,view
2015-02-16,37.7783,-122.397,0,view
2014-12-05,37.7783,-122.397,0,view
2015-02-08,37.7783,-122.397,0,view
2014-12-18,37.7783,-122.397,0,view
2015-01-06,37.7783,-122.397,0,view
2014-12-28,37.7783,-122.397,0,view
2015-02-12,37.7783,-122.397,0,view
2015-02-08,37.7783,-122.397,0,view
2015-01-25,37.7783,-122.397,0,view
2015-02-06,37.7783,-122.397,0,view
2015-01-30,37.7783,-122.397,0,view
2014-12-02,37.7783,-122.397,0,view
2015-01-24,37.7783,-122.397,0,view
2015-01-23,37.7783,-122.397,0,view
2015-01-02,37.7783,-122.397,0,view
2015-01-25,37.7783,-122.397,0,view
2014-12-17,37.7783,-122.397,0,view
2014-12-16,37.7783,-122.397,0,view
2015-01-18,37.7783,-122.397,0,view
2014-12-28,37.7783,-122.397,0,view
2015-01-06,37.7783,-122.397,0,view
2014-12-29,37.7783,-122.397,0,view
2014-12-29,37.7783,-122.397,0,view
2014-12-19,37.7783,-122.397,0,view
2014-12-01,37.7783,-122.397,0,view
2014-12-04,37.7783,-122.397,0,view
2015-01-28,37.7783,-122.397,0,view
2015-01-27,37.7783,-122.397,0,view
2015-01-23,37.7783,-122.397,0,view
2015-02-18,37.7783,-122.397,0,view
2014-12-07,37.7783,-122.397,0,view
2014-12-02,37.7783,-122.397,0,view
2015-02-17,37.7723,-122.429,0,view
2015-02-15,37.7723,-122.429,0,view
2015-02-09,37.7723,-122.429,0,view
2015-02-05,37.7723,-122.429,0,view
2015-02-08,37.7723,-122.429,0,view
2015-02-03,37.7723,-122.429,0,view
2015-01-21,37.7723,-122.429,0,view
2015-02-22,37.7723,-122.429,0,view
2015-01-18,37.7723,-122.429,0,view
2014-12-25,37.7723,-122.429,0,view
2015-02-26,37.7723,-122.429,0,view
2015-02-07,37.7723,-122.429,0,view
2015-02-25,37.7723,-122.429,0,view
2014-12-02,37.7723,-122.429,0,view
2015-01-19,37.7723,-122.429,0,view
2015-02-24,37.7723,-122.429,0,view
2015-01-23,37.7723,-122.429,0,view
2015-02-22,37.7723,-122.429,0,view
2015-01-20,37.7723,-122.429,0,view
2015-02-18,37.7723,-122.429,0,view
2015-02-21,37.7723,-122.429,0,view
2015-02-01,37.7723,-122.429,0,view
2015-02-20,37.7723,-122.429,0,view
2015-01-11,37.7723,-122.429,0,view
2015-02-17,37.7723,-122.429,0,view
2015-01-04,37.7723,-122.429,0,view
